pulse,alpha,beta,gamma,kappa
1,-0.4249364478152729,3.1133512230589875,-3.1414164381660035,-2.8699296141924715
2,1.7290920680493014,-1.4858094525131411,0.016935216507956558,3.1410814842977737
3,3.1189904191763214,-0.2978910000810773,2.4428257234316546,1.6005995825969301
4,-0.45853983015463545,1.2554937054965527,-0.018593824577680218,-1.2781593264229483
5,0.9990565109765478,2.786062733200408,0.9858243179234037,-0.20454971138603228
6,-2.6652379082234203,3.021064968469706,-0.7076702368361785,-1.932026672579387
7,-3.0677763828380966,-1.0800544504389669,0.7419384542957523,0.711114133310217
8,-1.990189997998711,1.8779397643947118,-2.7227421970303594,2.5978151978948767
9,2.8016906854845316,2.2348712998784097,-2.3140767259407093,-2.0495644348901285
10,-3.139860124049916,-1.3566155424212727,0.2964303435576736,-1.628105671099469
