pulse,alpha,beta,gamma,kappa
1,-2.106132530026435,-2.5933566803908477,0.3329356999533273,1.827687196675433
2,-0.04452497749455648,0.8304186990678647,-0.8095155826329529,-1.6892145384912147
3,2.490095272959386,-1.3363157219398003,1.4867915692432834,-2.3603043761821985
4,2.5263439389345614,0.4020874741654942,2.1100785648356766,-0.26749662748808906
5,-2.1795336709969244,-2.5427506533561415,1.4253287973591322,1.0008428062212418
6,0.74618819062988,-1.225901457692647,-2.7146747959834605,-2.113537537110374
7,-0.7913182458748732,-0.12747628781956707,0.9965997307314975,1.9816142141008057
8,-0.2546126061370358,0.05764425672281229,1.5393174293255454,2.0893886183243904
9,-0.17607308808914632,0.4718917258464864,1.216829758383387,-1.4728661471966562
10,0.049691153644636527,-3.1414239455487984,-1.639775119149621,0.795804102301286
