pulse,alpha,beta,gamma,kappa
1,1.5863570997580836,-1.2624438703518375,3.0950988083464948,-1.3974078331901474
2,0.14341492320070662,1.0342499681741124,-1.231897073602858,-0.8948670239593677
3,-0.4452197632676526,0.3134655722375527,2.5284795734358316,-1.83018554483663
4,-2.9194529161557368,1.3644145181142333,1.8528944757484493,1.143131007585325
5,-1.970241973544703,3.1415760503921635,0.7888917148488155,-2.8785383418041537
6,0.776208102576281,-0.821003832193159,2.6573906108402725,2.334433464910075
7,0.547395916572142,-0.5131850369194536,-0.9045710793573165,-0.5653976738132591
8,0.07235496657536397,-1.8352753919585476,0.13622278168283852,-1.5133141623016906
9,2.869822252746032,1.4686060378575676,2.950575172052669,1.2061728917228915
10,0.849903464526133,-2.1208030409540797,-0.28128496147463566,0.15027859607454688
11,0.9434096727049353,0.33846837864033535,-0.857860796906444,1.1548268977916631
