pulse,alpha,beta,gamma,kappa
1,-2.1243683691397055,-2.618436691079182,0.3329357768504281,1.8276873227018955
2,-0.011013785389378762,0.7090362611700494,-0.8277514715658835,-1.668260753823471
3,2.579818799271382,-1.1041832680499684,1.5203030999421847,-2.3528318268225914
4,2.659233670563419,0.16449720504649634,2.1998024376848235,-0.3986108922993213
5,-2.192489484473178,-2.6435444429701724,1.5582187188427428,1.1741707477003598
6,0.7574111933556291,-1.09529474017668,-2.7276304503140643,-2.090816919505525
7,-0.8188869113111797,0.1860410105391576,1.0078226030846344,2.0388634085915585
8,-0.21846330979872455,0.07723679588471577,1.511748746794923,2.1144071402775118
9,-0.1963708486189627,0.44455566538778807,1.252978932882559,-1.3766985642047214
10,0.11366280097518833,-3.0446351049711695,-1.6600729000526973,0.6726833972228116
