pulse,alpha,beta,gamma,kappa
1,-1.0390652027090677,-0.5405127209635923,-0.041423774869811046,-0.856391259732946
2,2.825730850913383,-1.29004991124259,2.017995103993534,0.7828882277261348
3,-2.799738482730128,-2.7679074836153386,-2.1178595673010068,-0.8452627114046692
4,1.4034765569588288,-2.515576593798498,-1.031055298629415,1.909751794973889
5,2.5098573457689124,0.785682828962396,-3.0097660459309696,1.2124309029612197
6,-0.18428863195772105,-0.1392267040259061,0.9512408090130138,1.3982705919747493
7,-0.9554919260403306,-1.3150631587773314,0.22035845886997224,0.19065126947575442
8,-2.030892782466391,2.3411894529187687,0.6323340068942098,-1.8897618835842482
9,-2.2474317524805287,1.7508029461309222,2.7622197929051837,2.915887286818313
10,-0.12275086676276911,-2.106727587631155,0.9277346914505288,3.0284149904950484
11,0.07192212876984484,2.807360901567627,-0.7726638454768505,2.474923206969534
