pulse,alpha,beta,gamma,kappa
1,3.139615268471688,-1.8758651472905927,1.2600020180863734,1.4940765157382576
2,0.28357086764927963,0.5735150196867408,-1.6337524390051406,3.141391834865362
3,-2.596166376122254,-0.7421795634167555,1.875880825527381,-1.0649791934112967
4,-2.43781476444391,0.7618832371593254,-2.464486342034748,-1.079137589333425
5,-2.263753970963749,1.908589926088666,0.13774224484027556,0.9114119934865392
6,-2.7934907374237774,-2.4025758021504484,-0.9364909964873487,2.872589520635965
7,-0.9230038714830348,0.8964219813739958,-3.1237561999199204,-3.1415447597106887
8,0.040744938507393046,-0.9967750338982762,-3.0716020497267396,-0.14856934170292577
9,0.5392937735827371,3.1414862498381906,-1.87463760601024,1.2343530525205741
10,-1.1848414560953286,1.813868156317317,-3.1095735838966734,-2.040928202287784
