gamma_dt,pr7_plus_no_recovery,pr7_plus_optimal,pr7_minus_no_recovery,pr7_minus_optimal,kt11_no_recovery,kt11_optimal
0.001,0.0017318549505053182,3.6336391795455114e-07,0.0017318549505053182,3.735534659377038e-07,0.0019758411637536,7.733915637908595e-07
0.0017782794100389228,0.0030730760803406865,1.1593444636526229e-06,0.0030730760803406865,1.159004514250661e-06,0.0035021779665119768,2.4870171668744945e-06
0.0031622776601683794,0.005443879811226293,3.750508446365153e-06,0.005443879811226293,3.7012362439359237e-06,0.006192015968620068,7.576620190685723e-06
0.005623413251903491,0.009615223509839677,1.1596669775570945e-05,0.009615223509839677,1.1593628548522972e-05,0.010899347841085039,2.3797666473646117e-05
0.01,0.01689469248239306,3.7110154525010763e-05,0.01689469248239306,3.710997449402065e-05,0.019036980814997273,7.544110400203863e-05
